id	resistance	AMI	PAS	EMB	FLQ	INH	SM	RIF	ETH	PZA
Rv2230c	no	no	no	no	no	no	no	no	no	no
Rv1101c	no	no	no	no	no	no	no	no	no	no
Rv0205	no	no	no	no	no	no	no	no	no	no
Rv2908c	no	no	no	no	no	no	no	no	no	no
Rv2898c	no	no	no	no	no	no	no	no	no	no
Rv1911c	no	no	no	no	no	no	no	no	no	no
Rv2140c	no	no	no	no	no	no	no	no	no	no
Rv1910c	no	no	no	no	no	no	no	no	no	no
Rv1085c	no	no	no	no	no	no	no	no	no	no
Rv2639c	no	no	no	no	no	no	no	no	no	no
Rv1841c	no	no	no	no	no	no	no	no	no	no
Rv1842c	no	no	no	no	no	no	no	no	no	no
Rv2366c	no	no	no	no	no	no	no	no	no	no
Rv1461	no	no	no	no	no	no	no	no	no	no
Rv1462	no	no	no	no	no	no	no	no	no	no
Rv2556c	no	no	no	no	no	no	no	no	no	no
Rv1898	no	no	no	no	no	no	no	no	no	no
Rv1421	no	no	no	no	no	no	no	no	no	no
Rv2851c	no	no	no	no	no	no	no	no	no	no
Rv2148c	no	no	no	no	no	no	no	no	no	no
Rv2958c	no	no	no	no	no	no	no	no	no	no
Rv2962c	no	no	no	no	no	no	no	no	no	no
Rv1405c	no	no	no	no	no	no	no	no	no	no
Rv1451	no	no	no	no	no	no	no	no	no	no
Rv2764c	yes	no	yes	no	no	no	no	no	no	no
Rv0625c	no	no	no	no	no	no	no	no	no	no
Rv1491c	no	no	no	no	no	no	no	no	no	no
Rv3422c	no	no	no	no	no	no	no	no	no	no
Rv1619	no	no	no	no	no	no	no	no	no	no
Rv1005c	no	no	no	no	no	no	no	no	no	no
Rv1609	no	no	no	no	no	no	no	no	no	no
Rv0881	no	no	no	no	no	no	no	no	no	no
Rv1644	no	no	no	no	no	no	no	no	no	no
Rv3579c	no	no	no	no	no	no	no	no	no	no
Rv2906c	no	no	no	no	no	no	no	no	no	no
Rv0208c	no	no	no	no	no	no	no	no	no	no
Rv2118c	no	no	no	no	no	no	no	no	no	no
Rv2691	no	no	no	no	no	no	no	no	no	no
Rv2692	no	no	no	no	no	no	no	no	no	no
Rv2006	no	no	no	no	no	no	no	no	no	no
Rv1283c	no	no	no	no	no	no	no	no	no	no
Rv3665c	no	no	no	no	no	no	no	no	no	no
Rv1282c	no	no	no	no	no	no	no	no	no	no
Rv3664c	no	no	no	no	no	no	no	no	no	no
Rv1237	no	no	no	no	no	no	no	no	no	no
Rv2039c	no	no	no	no	no	no	no	no	no	no
Rv2317	no	no	no	no	no	no	no	no	no	no
Rv2834c	no	no	no	no	no	no	no	no	no	no
Rv1236	no	no	no	no	no	no	no	no	no	no
Rv2040c	no	no	no	no	no	no	no	no	no	no
Rv2316	no	no	no	no	no	no	no	no	no	no
Rv2835c	no	no	no	no	no	no	no	no	no	no
Rv0929	no	no	no	no	no	no	no	no	no	no
Rv0930	no	no	no	no	no	no	no	no	no	no
Rv0935	no	no	no	no	no	no	no	no	no	no
Rv0936	no	no	no	no	no	no	no	no	no	no
Rv1858	no	no	no	no	no	no	no	no	no	no
Rv2398c	no	no	no	no	no	no	no	no	no	no
Rv2399c	no	no	no	no	no	no	no	no	no	no
Rv0072	no	no	no	no	no	no	no	no	no	no
Rv2563	no	no	no	no	no	no	no	no	no	no
Rv3101c	no	no	no	no	no	no	no	no	no	no
Rv2937	no	no	no	no	no	no	no	no	no	no
Rv2938	no	no	no	no	no	no	no	no	no	no
Rv1448c	no	no	no	no	no	no	no	no	no	no
Rv1932	no	no	no	no	no	no	no	no	no	no
Rv1438	no	no	no	no	no	no	no	no	no	no
Rv0005	yes	no	no	no	yes	no	no	no	no	no
Rv0006	yes	no	no	no	yes	no	no	no	no	no
Rv3646c	no	no	no	no	no	no	no	no	no	no
Rv1401	no	no	no	no	no	no	no	no	no	no
Rv3625c	no	no	no	no	no	no	no	no	no	no
Rv2462c	no	no	no	no	no	no	no	no	no	no
Rv2754c	no	no	no	no	no	no	no	no	no	no
Rv1324	no	no	no	no	no	no	no	no	no	no
Rv2874	no	no	no	no	no	no	no	no	no	no
Rv1677	no	no	no	no	no	no	no	no	no	no
Rv2878c	no	no	no	no	no	no	no	no	no	no
Rv0816c	no	no	no	no	no	no	no	no	no	no
Rv1470	no	no	no	no	no	no	no	no	no	no
Rv1471	no	no	no	no	no	no	no	no	no	no
Rv3914	no	no	no	no	no	no	no	no	no	no
Rv0423c	no	no	no	no	no	no	no	no	no	no
Rv0097	no	no	no	no	no	no	no	no	no	no
Rv0783c	no	no	no	no	no	no	no	no	no	no
Rv1250	no	no	no	no	no	no	no	no	no	no
Rv1410c	no	no	no	no	no	no	no	no	no	no
Rv1634	no	no	no	no	no	no	no	no	no	no
Rv1877	no	no	no	no	no	no	no	no	no	no
Rv2333c	no	no	no	no	no	no	no	no	no	no
Rv2459	no	no	no	no	no	no	no	no	no	no
Rv2846c	yes	no	no	no	no	yes	no	no	no	no
Rv3239c	no	no	no	no	no	no	no	no	no	no
Rv3728	no	no	no	no	no	no	no	no	no	no
Rv2723	no	no	no	no	no	no	no	no	no	no
Rv2093c	no	no	no	no	no	no	no	no	no	no
Rv1224	no	no	no	no	no	no	no	no	no	no
Rv2094c	no	no	no	no	no	no	no	no	no	no
Rv0294	no	no	no	no	no	no	no	no	no	no
Rv2603c	no	no	no	no	no	no	no	no	no	no
Rv2235	no	no	no	no	no	no	no	no	no	no
Rv0391	no	no	no	no	no	no	no	no	no	no
Rv1339	no	no	no	no	no	no	no	no	no	no
Rv3284	no	no	no	no	no	no	no	no	no	no
Rv1301	no	no	no	no	no	no	no	no	no	no
Rv0806c	no	no	no	no	no	no	no	no	no	no
Rv3100c	no	no	no	no	no	no	no	no	no	no
Rv0054	no	no	no	no	no	no	no	no	no	no
Rv2478c	no	no	no	no	no	no	no	no	no	no
Rv2916c	no	no	no	no	no	no	no	no	no	no
Rv2921c	no	no	no	no	no	no	no	no	no	no
Rv3687c	no	no	no	no	no	no	no	no	no	no
Rv1365c	no	no	no	no	no	no	no	no	no	no
Rv1904	no	no	no	no	no	no	no	no	no	no
Rv2638	no	no	no	no	no	no	no	no	no	no
Rv3846	no	no	no	no	no	no	no	no	no	no
Rv0432	no	no	no	no	no	no	no	no	no	no
Rv3065	no	no	no	no	no	no	no	no	no	no
Rv2922c	no	no	no	no	no	no	no	no	no	no
Rv2025c	no	no	no	no	no	no	no	no	no	no
Rv1707	no	no	no	no	no	no	no	no	no	no
Rv1739c	no	no	no	no	no	no	no	no	no	no
Rv1276c	no	no	no	no	no	no	no	no	no	no
Rv1151c	no	no	no	no	no	no	no	no	no	no
Rv0735	no	no	no	no	no	no	no	no	no	no
Rv2069	no	no	no	no	no	no	no	no	no	no
Rv3414c	no	no	no	no	no	no	no	no	no	no
Rv0445c	no	no	no	no	no	no	no	no	no	no
Rv2703	no	no	no	no	no	no	no	no	no	no
Rv2710	no	no	no	no	no	no	no	no	no	no
Rv3286c	no	no	no	no	no	no	no	no	no	no
Rv0505c	no	no	no	no	no	no	no	no	no	no
Rv2483c	no	no	no	no	no	no	no	no	no	no
Rv3661	no	no	no	no	no	no	no	no	no	no
Rv2147c	no	no	no	no	no	no	no	no	no	no
Rv1519	no	no	no	no	no	no	no	no	no	no
Rv3402c	no	no	no	no	no	no	no	no	no	no
Rv2027c	no	no	no	no	no	no	no	no	no	no
Rv3132c	no	no	no	no	no	no	no	no	no	no
Rv3220c	no	no	no	no	no	no	no	no	no	no
Rv3143	no	no	no	no	no	no	no	no	no	no
Rv0844c	no	no	no	no	no	no	no	no	no	no
Rv3133c	no	no	no	no	no	no	no	no	no	no
Rv0732	no	no	no	no	no	no	no	no	no	no
Rv1440	no	no	no	no	no	no	no	no	no	no
Rv0638	no	no	no	no	no	no	no	no	no	no
Rv2586c	no	no	no	no	no	no	no	no	no	no
Rv2587c	no	no	no	no	no	no	no	no	no	no
Rv1821	no	no	no	no	no	no	no	no	no	no
Rv3240c	no	no	no	no	no	no	no	no	no	no
Rv2216	no	no	no	no	no	no	no	no	no	no
Rv0484c	no	no	no	no	no	no	no	no	no	no
Rv0547c	no	no	no	no	no	no	no	no	no	no
Rv0927c	no	no	no	no	no	no	no	no	no	no
Rv0945	no	no	no	no	no	no	no	no	no	no
Rv1543	no	no	no	no	no	no	no	no	no	no
Rv1544	no	no	no	no	no	no	no	no	no	no
Rv1865c	no	no	no	no	no	no	no	no	no	no
Rv1882c	no	no	no	no	no	no	no	no	no	no
Rv2214c	no	no	no	no	no	no	no	no	no	no
Rv2509	no	no	no	no	no	no	no	no	no	no
Rv2766c	no	no	no	no	no	no	no	no	no	no
Rv3485c	no	no	no	no	no	no	no	no	no	no
Rv1856c	no	no	no	no	no	no	no	no	no	no
Rv3549c	no	no	no	no	no	no	no	no	no	no
Rv0439c	no	no	no	no	no	no	no	no	no	no
Rv3224	no	no	no	no	no	no	no	no	no	no
Rv2073c	no	no	no	no	no	no	no	no	no	no
Rv3174	no	no	no	no	no	no	no	no	no	no
Rv0134	no	no	no	no	no	no	no	no	no	no
Rv1938	no	no	no	no	no	no	no	no	no	no
Rv3617	no	no	no	no	no	no	no	no	no	no
Rv0069c	no	no	no	no	no	no	no	no	no	no
Rv0928	no	no	no	no	no	no	no	no	no	no
Rv0932c	no	no	no	no	no	no	no	no	no	no
Rv0934	no	no	no	no	no	no	no	no	no	no
Rv1857	no	no	no	no	no	no	no	no	no	no
Rv1166	no	no	no	no	no	no	no	no	no	no
Rv1280c	no	no	no	no	no	no	no	no	no	no
Rv1235	no	no	no	no	no	no	no	no	no	no
Rv2554c	no	no	no	no	no	no	no	no	no	no
Rv2594c	no	no	no	no	no	no	no	no	no	no
Rv2592c	no	no	no	no	no	no	no	no	no	no
Rv2593c	no	no	no	no	no	no	no	no	no	no
Rv2631	no	no	no	no	no	no	no	no	no	no
Rv1003	no	no	no	no	no	no	no	no	no	no
Rv3919c	yes	no	no	no	no	no	yes	no	no	no
Rv2372c	no	no	no	no	no	no	no	no	no	no
Rv1407	no	no	no	no	no	no	no	no	no	no
Rv0444c	no	no	no	no	no	no	no	no	no	no
Rv3287c	no	no	no	no	no	no	no	no	no	no
Rv2367c	no	no	no	no	no	no	no	no	no	no
Rv2882c	no	no	no	no	no	no	no	no	no	no
Rv3853	no	no	no	no	no	no	no	no	no	no
Rv1390	no	no	no	no	no	no	no	no	no	no
Rv0668	no	no	no	no	no	no	no	no	no	no
Rv0667	yes	no	no	no	no	no	no	yes	no	no
Rv3457c	no	no	no	no	no	no	no	no	no	no
Rv2407	no	no	no	no	no	no	no	no	no	no
Rv3796	no	no	no	no	no	no	no	no	no	no
Rv1340	no	no	no	no	no	no	no	no	no	no
Rv2752c	no	no	no	no	no	no	no	no	no	no
Rv2902c	no	no	no	no	no	no	no	no	no	no
Rv2925c	no	no	no	no	no	no	no	no	no	no
Rv1253	no	no	no	no	no	no	no	no	no	no
Rv3211	no	no	no	no	no	no	no	no	no	no
Rv1010	no	no	no	no	no	no	no	no	no	no
Rv2842c	no	no	no	no	no	no	no	no	no	no
Rv2907c	no	no	no	no	no	no	no	no	no	no
Rv3818	no	no	no	no	no	no	no	no	no	no
Rv2195	no	no	no	no	no	no	no	no	no	no
Rv3442c	no	no	no	no	no	no	no	no	no	no
Rv0718	no	no	no	no	no	no	no	no	no	no
Rv0683	no	no	no	no	no	no	no	no	no	no
Rv0053	no	no	no	no	no	no	no	no	no	no
Rv0721	no	no	no	no	no	no	no	no	no	no
Rv3458c	no	no	no	no	no	no	no	no	no	no
Rv0707	no	no	no	no	no	no	no	no	no	no
Rv2890c	no	no	no	no	no	no	no	no	no	no
Rv2412	no	no	no	no	no	no	no	no	no	no
Rv1630	no	no	no	no	no	no	no	no	no	no
Rv0705	no	no	no	no	no	no	no	no	no	no
Rv0055	no	no	no	no	no	no	no	no	no	no
Rv2055c	no	no	no	no	no	no	no	no	no	no
Rv0710	no	no	no	no	no	no	no	no	no	no
Rv2909c	no	no	no	no	no	no	no	no	no	no
Rv2785c	no	no	no	no	no	no	no	no	no	no
Rv0717	no	no	no	no	no	no	no	no	no	no
Rv2056c	no	no	no	no	no	no	no	no	no	no
Rv3460c	no	no	no	no	no	no	no	no	no	no
Rv0682	yes	no	no	no	no	no	yes	no	no	no
Rv3459c	no	no	no	no	no	no	no	no	no	no
Rv0700	no	no	no	no	no	no	no	no	no	no
Rv0233	no	no	no	no	no	no	no	no	no	no
Rv1981c	no	no	no	no	no	no	no	no	no	no
Rv3048c	no	no	no	no	no	no	no	no	no	no
Rv0570	no	no	no	no	no	no	no	no	no	no
Rv3051c	no	no	no	no	no	no	no	no	no	no
Rv0056	no	no	no	no	no	no	no	no	no	no
Rv0719	no	no	no	no	no	no	no	no	no	no
Rv0716	no	no	no	no	no	no	no	no	no	no
Rv0702	no	no	no	no	no	no	no	no	no	no
Rv0701	no	no	no	no	no	no	no	no	no	no
Rv3461c	no	no	no	no	no	no	no	no	no	no
Rv1642	no	no	no	no	no	no	no	no	no	no
Rv3924c	no	no	no	no	no	no	no	no	no	no
Rv0634B	no	no	no	no	no	no	no	no	no	no
Rv2057c	no	no	no	no	no	no	no	no	no	no
Rv0979A	no	no	no	no	no	no	no	no	no	no
Rv1298	no	no	no	no	no	no	no	no	no	no
Rv0722	no	no	no	no	no	no	no	no	no	no
Rv0704	no	no	no	no	no	no	no	no	no	no
Rv0709	no	no	no	no	no	no	no	no	no	no
Rv0105c	no	no	no	no	no	no	no	no	no	no
Rv2058c	no	no	no	no	no	no	no	no	no	no
Rv2441c	no	no	no	no	no	no	no	no	no	no
Rv1015c	no	no	no	no	no	no	no	no	no	no
Rv0715	no	no	no	no	no	no	no	no	no	no
Rv0703	no	no	no	no	no	no	no	no	no	no
Rv0706	no	no	no	no	no	no	no	no	no	no
Rv2442c	no	no	no	no	no	no	no	no	no	no
Rv1643	no	no	no	no	no	no	no	no	no	no
Rv0641	no	no	no	no	no	no	no	no	no	no
Rv2904c	no	no	no	no	no	no	no	no	no	no
Rv0720	no	no	no	no	no	no	no	no	no	no
Rv3456c	no	no	no	no	no	no	no	no	no	no
Rv0708	no	no	no	no	no	no	no	no	no	no
Rv0723	no	no	no	no	no	no	no	no	no	no
Rv0714	no	no	no	no	no	no	no	no	no	no
Rv3443c	no	no	no	no	no	no	no	no	no	no
Rv0652	no	no	no	no	no	no	no	no	no	no
Rv0640	no	no	no	no	no	no	no	no	no	no
Rv0651	no	no	no	no	no	no	no	no	no	no
Rv1297	no	no	no	no	no	no	no	no	no	no
Rv1299	no	no	no	no	no	no	no	no	no	no
Rv3105c	no	no	no	no	no	no	no	no	no	no
Rv2142c	no	no	no	no	no	no	no	no	no	no
Rv1959c	no	no	no	no	no	no	no	no	no	no
Rv3913	no	no	no	no	no	no	no	no	no	no
Rv0794c	no	no	no	no	no	no	no	no	no	no
Rv2713	no	no	no	no	no	no	no	no	no	no
Rv2736c	no	no	no	no	no	no	no	no	no	no
Rv3715c	no	no	no	no	no	no	no	no	no	no
Rv1696	no	no	no	no	no	no	no	no	no	no
Rv0003	no	no	no	no	no	no	no	no	no	no
Rv0629c	no	no	no	no	no	no	no	no	no	no
Rv0058	no	no	no	no	no	no	no	no	no	no
Rv2737c	no	no	no	no	no	no	no	no	no	no
Rv2050	no	no	no	no	no	no	no	no	no	no
Rv2838c	no	no	no	no	no	no	no	no	no	no
Rv3585	no	no	no	no	no	no	no	no	no	no
Rv0571c	no	no	no	no	no	no	no	no	no	no
Rv2030c	no	no	no	no	no	no	no	no	no	no
Rv2143	no	no	no	no	no	no	no	no	no	no
Rv2883c	no	no	no	no	no	no	no	no	no	no
Rv1699	no	no	no	no	no	no	no	no	no	no
Rv2139	no	no	no	no	no	no	no	no	no	no
Rv0956	no	no	no	no	no	no	no	no	no	no
Rv2964	no	no	no	no	no	no	no	no	no	no
Rv2111c	no	no	no	no	no	no	no	no	no	no
Rv0230c	no	no	no	no	no	no	no	no	no	no
Rv2744c	no	no	no	no	no	no	no	no	no	no
Rv2793c	no	no	no	no	no	no	no	no	no	no
Rv3455c	no	no	no	no	no	no	no	no	no	no
Rv1711	no	no	no	no	no	no	no	no	no	no
Rv1540	no	no	no	no	no	no	no	no	no	no
Rv3436c	no	no	no	no	no	no	no	no	no	no
Rv2625c	no	no	no	no	no	no	no	no	no	no
Rv2223c	no	no	no	no	no	no	no	no	no	no
Rv2672	no	no	no	no	no	no	no	no	no	no
Rv2720	no	no	no	no	no	no	no	no	no	no
Rv0125	no	no	no	no	no	no	no	no	no	no
Rv3671c	no	no	no	no	no	no	no	no	no	no
Rv2869c	no	no	no	no	no	no	no	no	no	no
Rv0563	no	no	no	no	no	no	no	no	no	no
Rv2089c	no	no	no	no	no	no	no	no	no	no
Rv2535c	no	no	no	no	no	no	no	no	no	no
Rv2782c	no	no	no	no	no	no	no	no	no	no
Rv3419c	no	no	no	no	no	no	no	no	no	no
Rv2110c	no	no	no	no	no	no	no	no	no	no
Rv2109c	no	no	no	no	no	no	no	no	no	no
Rv1300	no	no	no	no	no	no	no	no	no	no
Rv0496	no	no	no	no	no	no	no	no	no	no
Rv1026	no	no	no	no	no	no	no	no	no	no
Rv1695	no	no	no	no	no	no	no	no	no	no
Rv2984	no	no	no	no	no	no	no	no	no	no
Rv0009	no	no	no	no	no	no	no	no	no	no
Rv2582	no	no	no	no	no	no	no	no	no	no
Rv3892c	no	no	no	no	no	no	no	no	no	no
Rv0256c	no	no	no	no	no	no	no	no	no	no
Rv0280	no	no	no	no	no	no	no	no	no	no
Rv0355c	no	no	no	no	no	no	no	no	no	no
Rv0878c	no	no	no	no	no	no	no	no	no	no
Rv0915c	no	no	no	no	no	no	no	no	no	no
Rv1039c	no	no	no	no	no	no	no	no	no	no
Rv1168c	no	no	no	no	no	no	no	no	no	no
Rv1196	no	no	no	no	no	no	no	no	no	no
Rv1361c	no	no	no	no	no	no	no	no	no	no
Rv1387	no	no	no	no	no	no	no	no	no	no
Rv1705c	no	no	no	no	no	no	no	no	no	no
Rv1706c	no	no	no	no	no	no	no	no	no	no
Rv1753c	no	no	no	no	no	no	no	no	no	no
Rv1787	no	no	no	no	no	no	no	no	no	no
Rv1789	no	no	no	no	no	no	no	no	no	no
Rv1790	no	no	no	no	no	no	no	no	no	no
Rv1801	no	no	no	no	no	no	no	no	no	no
Rv1802	no	no	no	no	no	no	no	no	no	no
Rv1808	no	no	no	no	no	no	no	no	no	no
Rv1809	no	no	no	no	no	no	no	no	no	no
Rv1917c	no	no	no	no	no	no	no	no	no	no
Rv1918c	no	no	no	no	no	no	no	no	no	no
Rv2108	no	no	no	no	no	no	no	no	no	no
Rv2123	no	no	no	no	no	no	no	no	no	no
Rv2352c	no	no	no	no	no	no	no	no	no	no
Rv2768c	no	no	no	no	no	no	no	no	no	no
Rv2770c	no	no	no	no	no	no	no	no	no	no
Rv2892c	no	no	no	no	no	no	no	no	no	no
Rv3018c	no	no	no	no	no	no	no	no	no	no
Rv3125c	yes	no	no	yes	no	no	no	no	no	no
Rv3136	no	no	no	no	no	no	no	no	no	no
Rv3144c	no	no	no	no	no	no	no	no	no	no
Rv3343c	no	no	no	no	no	no	no	no	no	no
Rv3478	no	no	no	no	no	no	no	no	no	no
Rv3532	no	no	no	no	no	no	no	no	no	no
Rv3621c	no	no	no	no	no	no	no	no	no	no
Rv3738c	no	no	no	no	no	no	no	no	no	no
Rv3873	no	no	no	no	no	no	no	no	no	no
Rv0305c	no	no	no	no	no	no	no	no	no	no
Rv0442c	no	no	no	no	no	no	no	no	no	no
Rv0755c	no	no	no	no	no	no	no	no	no	no
Rv1135c	no	no	no	no	no	no	no	no	no	no
Rv1548c	no	no	no	no	no	no	no	no	no	no
Rv3135	no	no	no	no	no	no	no	no	no	no
Rv3159c	no	no	no	no	no	no	no	no	no	no
Rv3347c	no	no	no	no	no	no	no	no	no	no
Rv3350c	no	no	no	no	no	no	no	no	no	no
Rv3425	no	no	no	no	no	no	no	no	no	no
Rv3533c	no	no	no	no	no	no	no	no	no	no
Rv3558	no	no	no	no	no	no	no	no	no	no
Rv0304c	no	no	no	no	no	no	no	no	no	no
Rv2353c	no	no	no	no	no	no	no	no	no	no
Rv3426	no	no	no	no	no	no	no	no	no	no
Rv3429	no	no	no	no	no	no	no	no	no	no
Rv1040c	no	no	no	no	no	no	no	no	no	no
Rv1408	no	no	no	no	no	no	no	no	no	no
Rv3807c	no	no	no	no	no	no	no	no	no	no
Rv3628	no	no	no	no	no	no	no	no	no	no
Rv2783c	no	no	no	no	no	no	no	no	no	no
Rv1551	no	no	no	no	no	no	no	no	no	no
Rv3576	no	no	no	no	no	no	no	no	no	no
Rv2969c	no	no	no	no	no	no	no	no	no	no
Rv3524	no	no	no	no	no	no	no	no	no	no
Rv3312A	no	no	no	no	no	no	no	no	no	no
Rv1501	no	no	no	no	no	no	no	no	no	no
Rv3633	no	no	no	no	no	no	no	no	no	no
Rv1159A	no	no	no	no	no	no	no	no	no	no
Rv3110	no	no	no	no	no	no	no	no	no	no
Rv0821c	no	no	no	no	no	no	no	no	no	no
Rv3301c	no	no	no	no	no	no	no	no	no	no
Rv3168	no	no	no	no	no	no	no	no	no	no
Rv2234	no	no	no	no	no	no	no	no	no	no
Rv1095	no	no	no	no	no	no	no	no	no	no
Rv2368c	no	no	no	no	no	no	no	no	no	no
Rv0545c	no	no	no	no	no	no	no	no	no	no
Rv2281	no	no	no	no	no	no	no	no	no	no
Rv0132c	no	no	no	no	no	no	no	no	no	no
Rv0407	no	no	no	no	no	no	no	no	no	no
Rv0791c	no	no	no	no	no	no	no	no	no	no
Rv1855c	no	no	no	no	no	no	no	no	no	no
Rv3838c	no	no	no	no	no	no	no	no	no	no
Rv2228c	no	no	no	no	no	no	no	no	no	no
Rv2419c	no	no	no	no	no	no	no	no	no	no
Rv1437	no	no	no	no	no	no	no	no	no	no
Rv2029c	no	no	no	no	no	no	no	no	no	no
Rv2202c	no	no	no	no	no	no	no	no	no	no
Rv1087	no	no	no	no	no	no	no	no	no	no
Rv1452c	no	no	no	no	no	no	no	no	no	no
Rv1651c	no	no	no	no	no	no	no	no	no	no
Rv1195	no	no	no	no	no	no	no	no	no	no
Rv2769c	no	no	no	no	no	no	no	no	no	no
Rv3477	no	no	no	no	no	no	no	no	no	no
Rv3652	no	no	no	no	no	no	no	no	no	no
Rv0335c	no	no	no	no	no	no	no	no	no	no
Rv0916c	no	no	no	no	no	no	no	no	no	no
Rv1806	no	no	no	no	no	no	no	no	no	no
Rv2408	no	no	no	no	no	no	no	no	no	no
Rv3622c	no	no	no	no	no	no	no	no	no	no
Rv0833	no	no	no	no	no	no	no	no	no	no
Rv3746c	no	no	no	no	no	no	no	no	no	no
Rv1868	no	no	no	no	no	no	no	no	no	no
Rv2047c	no	no	no	no	no	no	no	no	no	no
Rv2274c	no	no	no	no	no	no	no	no	no	no
Rv1102c	no	no	no	no	no	no	no	no	no	no
Rv1495	no	no	no	no	no	no	no	no	no	no
Rv2606c	no	no	no	no	no	no	no	no	no	no
Rv2607	no	no	no	no	no	no	no	no	no	no
Rv0429c	no	no	no	no	no	no	no	no	no	no
Rv0319	no	no	no	no	no	no	no	no	no	no
Rv1960c	no	no	no	no	no	no	no	no	no	no
Rv3917c	no	no	no	no	no	no	no	no	no	no
Rv2392	no	no	no	no	no	no	no	no	no	no
Rv1182	no	no	no	no	no	no	no	no	no	no
Rv3820c	no	no	no	no	no	no	no	no	no	no
Rv3824c	no	no	no	no	no	no	no	no	no	no
Rv1528c	no	no	no	no	no	no	no	no	no	no
Rv3602c	no	no	no	no	no	no	no	no	no	no
Rv2095c	no	no	no	no	no	no	no	no	no	no
Rv2096c	no	no	no	no	no	no	no	no	no	no
Rv1847	no	no	no	no	no	no	no	no	no	no
Rv2959c	no	no	no	no	no	no	no	no	no	no
Rv1078	no	no	no	no	no	no	no	no	no	no
Rv0040c	no	no	no	no	no	no	no	no	no	no
Rv1016c	no	no	no	no	no	no	no	no	no	no
Rv2702	no	no	no	no	no	no	no	no	no	no
Rv1523	no	no	no	no	no	no	no	no	no	no
Rv2952	no	no	no	no	no	no	no	no	no	no
Rv2939	no	no	no	no	no	no	no	no	no	no
Rv2376c	no	no	no	no	no	no	no	no	no	no
Rv1980c	no	no	no	no	no	no	no	no	no	no
Rv3036c	no	no	no	no	no	no	no	no	no	no
Rv1926c	no	no	no	no	no	no	no	no	no	no
Rv3597c	no	no	no	no	no	no	no	no	no	no
Rv0886	no	no	no	no	no	no	no	no	no	no
Rv3106	no	no	no	no	no	no	no	no	no	no
Rv0631c	no	no	no	no	no	no	no	no	no	no
Rv1215c	no	no	no	no	no	no	no	no	no	no
Rv1835c	no	no	no	no	no	no	no	no	no	no
Rv2800	no	no	no	no	no	no	no	no	no	no
Rv3004	no	no	no	no	no	no	no	no	no	no
Rv0577	no	no	no	no	no	no	no	no	no	no
Rv0911	no	no	no	no	no	no	no	no	no	no
Rv2641	no	no	no	no	no	no	no	no	no	no
Rv1860	no	no	no	no	no	no	no	no	no	no
Rv0954	no	no	no	no	no	no	no	no	no	no
Rv0843	no	no	no	no	no	no	no	no	no	no
Rv1248c	no	no	no	no	no	no	no	no	no	no
Rv0161	no	no	no	no	no	no	no	no	no	no
Rv1257c	no	no	no	no	no	no	no	no	no	no
Rv2251	no	no	no	no	no	no	no	no	no	no
Rv1771	no	no	no	no	no	no	no	no	no	no
Rv3921c	no	no	no	no	no	no	no	no	no	no
Rv1656	no	no	no	no	no	no	no	no	no	no
Rv2511	no	no	no	no	no	no	no	no	no	no
Rv0899	no	no	no	no	no	no	no	no	no	no
Rv0639	no	no	no	no	no	no	no	no	no	no
Rv2533c	no	no	no	no	no	no	no	no	no	no
Rv2841c	no	no	no	no	no	no	no	no	no	no
Rv3149	no	no	no	no	no	no	no	no	no	no
Rv3150	no	no	no	no	no	no	no	no	no	no
Rv3151	no	no	no	no	no	no	no	no	no	no
Rv0083	no	no	no	no	no	no	no	no	no	no
Rv3156	no	no	no	no	no	no	no	no	no	no
Rv3157	no	no	no	no	no	no	no	no	no	no
Rv3158	no	no	no	no	no	no	no	no	no	no
Rv3145	no	no	no	no	no	no	no	no	no	no
Rv3152	no	no	no	no	no	no	no	no	no	no
Rv3155	no	no	no	no	no	no	no	no	no	no
Rv3199c	no	no	no	no	no	no	no	no	no	no
Rv2985	no	no	no	no	no	no	no	no	no	no
Rv3908	no	no	no	no	no	no	no	no	no	no
Rv0413	no	no	no	no	no	no	no	no	no	no
Rv1160	no	no	no	no	no	no	no	no	no	no
Rv1321	no	no	no	no	no	no	no	no	no	no
Rv1063c	no	no	no	no	no	no	no	no	no	no
Rv2565	no	no	no	no	no	no	no	no	no	no
Rv2718c	no	no	no	no	no	no	no	no	no	no
Rv3052c	no	no	no	no	no	no	no	no	no	no
Rv0924c	no	no	no	no	no	no	no	no	no	no
Rv2032	no	no	no	no	no	no	no	no	no	no
Rv3127	no	no	no	no	no	no	no	no	no	no
Rv3131	no	no	no	no	no	no	no	no	no	no
Rv0480c	no	no	no	no	no	no	no	no	no	no
Rv2391	no	no	no	no	no	no	no	no	no	no
Rv0910	no	no	no	no	no	no	no	no	no	no
Rv1546	no	no	no	no	no	no	no	no	no	no
Rv0909	no	no	no	no	no	no	no	no	no	no
Rv0298	no	no	no	no	no	no	no	no	no	no
Rv2654c	no	no	no	no	no	no	no	no	no	no
Rv2653c	no	no	no	no	no	no	no	no	no	no
Rv3697A	no	no	no	no	no	no	no	no	no	no
Rv3321c	no	no	no	no	no	no	no	no	no	no
Rv2760c	no	no	no	no	no	no	no	no	no	no
Rv2601A	no	no	no	no	no	no	no	no	no	no
Rv2493	no	no	no	no	no	no	no	no	no	no
Rv2530A	no	no	no	no	no	no	no	no	no	no
Rv2104c	no	no	no	no	no	no	no	no	no	no
