id	resistance	AMI	PAS	EMB	FLQ	INH	SM	RIF	ETH	PZA
Rv0098	no	no	no	no	no	no	no	no	no	no
Rv0093c	no	no	no	no	no	no	no	no	no	no
Rv0090	no	no	no	no	no	no	no	no	no	no
Rv0088	no	no	no	no	no	no	no	no	no	no
Rv0057	no	no	no	no	no	no	no	no	no	no
Rv0574c	no	no	no	no	no	no	no	no	no	no
Rv0572c	no	no	no	no	no	no	no	no	no	no
Rv0049	no	no	no	no	no	no	no	no	no	no
Rv0048c	no	no	no	no	no	no	no	no	no	no
Rv0039c	no	no	no	no	no	no	no	no	no	no
Rv0036c	no	no	no	no	no	no	no	no	no	no
Rv0034	no	no	no	no	no	no	no	no	no	no
Rv0030	no	no	no	no	no	no	no	no	no	no
Rv0028	no	no	no	no	no	no	no	no	no	no
Rv0027	no	no	no	no	no	no	no	no	no	no
Rv0010c	no	no	no	no	no	no	no	no	no	no
Rv0080	no	no	no	no	no	no	no	no	no	no
Rv0007	no	no	no	no	no	no	no	no	no	no
Rv0079	no	no	no	no	no	no	no	no	no	no
Rv0026	no	no	no	no	no	no	no	no	no	no
Rv2659c	no	no	no	no	no	no	no	no	no	no
Rv2611c	no	no	no	no	no	no	no	no	no	no
Rv0691c	no	no	no	no	no	no	no	no	no	no
Rv0158	no	no	no	no	no	no	no	no	no	no
Rv2506	no	no	no	no	no	no	no	no	no	no
Rv3208	no	no	no	no	no	no	no	no	no	no
Rv3557c	no	no	no	no	no	no	no	no	no	no
Rv3058c	no	no	no	no	no	no	no	no	no	no
Rv3855	no	no	no	no	no	no	no	no	no	no
Rv3405c	no	no	no	no	no	no	no	no	no	no
Rv2250c	no	no	no	no	no	no	no	no	no	no
Rv2912c	no	no	no	no	no	no	no	no	no	no
Rv1816	no	no	no	no	no	no	no	no	no	no
Rv1167c	no	no	no	no	no	no	no	no	no	no
Rv1556	no	no	no	no	no	no	no	no	no	no
Rv3167c	no	no	no	no	no	no	no	no	no	no
Rv1353c	no	no	no	no	no	no	no	no	no	no
Rv1255c	no	no	no	no	no	no	no	no	no	no
Rv1776c	no	no	no	no	no	no	no	no	no	no
Rv0767c	no	no	no	no	no	no	no	no	no	no
Rv0472c	no	no	no	no	no	no	no	no	no	no
Rv3050c	no	no	no	no	no	no	no	no	no	no
Rv0196	no	no	no	no	no	no	no	no	no	no
Rv1287	no	no	no	no	no	no	no	no	no	no
Rv1830	no	no	no	no	no	no	no	no	no	no
Rv1828	no	no	no	no	no	no	no	no	no	no
Rv2887	no	no	no	no	no	no	no	no	no	no
Rv0042c	no	no	no	no	no	no	no	no	no	no
Rv0880	no	no	no	no	no	no	no	no	no	no
Rv2282c	no	no	no	no	no	no	no	no	no	no
Rv1985c	no	no	no	no	no	no	no	no	no	no
Rv0377	no	no	no	no	no	no	no	no	no	no
Rv1725c	no	no	no	no	no	no	no	no	no	no
Rv3095	no	no	no	no	no	no	no	no	no	no
Rv0494	no	no	no	no	no	no	no	no	no	no
Rv0586	no	no	no	no	no	no	no	no	no	no
Rv0043c	no	no	no	no	no	no	no	no	no	no
Rv2788	no	no	no	no	no	no	no	no	no	no
Rv1675c	no	no	no	no	no	no	no	no	no	no
Rv3676	no	no	no	no	no	no	no	no	no	no
Rv2745c	no	no	no	no	no	no	no	no	no	no
Rv0474	no	no	no	no	no	no	no	no	no	no
Rv0023	no	no	no	no	no	no	no	no	no	no
Rv0081	no	no	no	no	no	no	no	no	no	no
Rv1674c	no	no	no	no	no	no	no	no	no	no
Rv1395	no	no	no	no	no	no	no	no	no	no
Rv3082c	no	no	no	no	no	no	no	no	no	no
Rv3736	no	no	no	no	no	no	no	no	no	no
Rv1846c	no	no	no	no	no	no	no	no	no	no
Rv2299c	no	no	no	no	no	no	no	no	no	no
Rv2264c	no	no	no	no	no	no	no	no	no	no
Rv0251c	no	no	no	no	no	no	no	no	no	no
Rv2374c	no	no	no	no	no	no	no	no	no	no
Rv2986c	no	no	no	no	no	no	no	no	no	no
Rv2613c	no	no	no	no	no	no	no	no	no	no
Rv1262c	no	no	no	no	no	no	no	no	no	no
Rv0759c	no	no	no	no	no	no	no	no	no	no
Rv2231c	no	no	no	no	no	no	no	no	no	no
Rv3772	no	no	no	no	no	no	no	no	no	no
Rv1602	no	no	no	no	no	no	no	no	no	no
Rv2204c	no	no	no	no	no	no	no	no	no	no
Rv2338c	no	no	no	no	no	no	no	no	no	no
Rv2677c	no	no	no	no	no	no	no	no	no	no
Rv0509	no	no	no	no	no	no	no	no	no	no
Rv0949	no	no	no	no	no	no	no	no	no	no
Rv3198c	no	no	no	no	no	no	no	no	no	no
Rv3201c	no	no	no	no	no	no	no	no	no	no
Rv0630c	no	no	no	no	no	no	no	no	no	no
Rv3202c	no	no	no	no	no	no	no	no	no	no
Rv2973c	no	no	no	no	no	no	no	no	no	no
Rv1402	no	no	no	no	no	no	no	no	no	no
Rv2092c	no	no	no	no	no	no	no	no	no	no
Rv1329c	no	no	no	no	no	no	no	no	no	no
Rv1341	no	no	no	no	no	no	no	no	no	no
Rv1190	no	no	no	no	no	no	no	no	no	no
Rv3376	no	no	no	no	no	no	no	no	no	no
Rv3396c	no	no	no	no	no	no	no	no	no	no
Rv3789	no	no	no	no	no	no	no	no	no	no
Rv1112	no	no	no	no	no	no	no	no	no	no
Rv2440c	no	no	no	no	no	no	no	no	no	no
Rv3659c	no	no	no	no	no	no	no	no	no	no
Rv0351	no	no	no	no	no	no	no	no	no	no
Rv2205c	no	no	no	no	no	no	no	no	no	no
Rv1080c	no	no	no	no	no	no	no	no	no	no
Rv2145c	no	no	no	no	no	no	no	no	no	no
Rv1422	no	no	no	no	no	no	no	no	no	no
Rv1264	no	no	no	no	no	no	no	no	no	no
Rv2212	no	no	no	no	no	no	no	no	no	no
Rv0492c	no	no	no	no	no	no	no	no	no	no
Rv0697	no	no	no	no	no	no	no	no	no	no
Rv0634c	no	no	no	no	no	no	no	no	no	no
Rv1637c	no	no	no	no	no	no	no	no	no	no
Rv2260	no	no	no	no	no	no	no	no	no	no
Rv2581c	no	no	no	no	no	no	no	no	no	no
Rv1208	no	no	no	no	no	no	no	no	no	no
Rv0696	no	no	no	no	no	no	no	no	no	no
Rv1500	no	no	no	no	no	no	no	no	no	no
Rv1514c	no	no	no	no	no	no	no	no	no	no
Rv2957	no	no	no	no	no	no	no	no	no	no
Rv0539	no	no	no	no	no	no	no	no	no	no
Rv2051c	no	no	no	no	no	no	no	no	no	no
Rv0557	no	no	no	no	no	no	no	no	no	no
Rv1212c	no	no	no	no	no	no	no	no	no	no
Rv3032	no	no	no	no	no	no	no	no	no	no
Rv0225	no	no	no	no	no	no	no	no	no	no
Rv1159	no	no	no	no	no	no	no	no	no	no
Rv2181	no	no	no	no	no	no	no	no	no	no
Rv1002c	no	no	no	no	no	no	no	no	no	no
Rv3490	no	no	no	no	no	no	no	no	no	no
Rv3401	no	no	no	no	no	no	no	no	no	no
Rv3198A	no	no	no	no	no	no	no	no	no	no
Rv1099c	no	no	no	no	no	no	no	no	no	no
Rv2470	no	no	no	no	no	no	no	no	no	no
Rv1542c	no	no	no	no	no	no	no	no	no	no
Rv2221c	no	no	no	no	no	no	no	no	no	no
Rv2918c	no	no	no	no	no	no	no	no	no	no
Rv2919c	no	no	no	no	no	no	no	no	no	no
Rv2201	no	no	no	no	no	no	no	no	no	no
Rv0013	no	no	no	no	no	no	no	no	no	no
Rv1878	no	no	no	no	no	no	no	no	no	no
Rv2220	no	no	no	no	no	no	no	no	no	no
Rv2222c	no	no	no	no	no	no	no	no	no	no
Rv2860c	no	no	no	no	no	no	no	no	no	no
Rv1826	no	no	no	no	no	no	no	no	no	no
Rv0536	no	no	no	no	no	no	no	no	no	no
Rv3634c	no	no	no	no	no	no	no	no	no	no
Rv1512	no	no	no	no	no	no	no	no	no	no
Rv0946c	no	no	no	no	no	no	no	no	no	no
Rv1121	no	no	no	no	no	no	no	no	no	no
Rv1447c	no	no	no	no	no	no	no	no	no	no
Rv0564c	no	no	no	no	no	no	no	no	no	no
Rv2982c	no	no	no	no	no	no	no	no	no	no
Rv2249c	no	no	no	no	no	no	no	no	no	no
Rv3302c	no	no	no	no	no	no	no	no	no	no
Rv1436	no	no	no	no	no	no	no	no	no	no
Rv2359	no	no	no	no	no	no	no	no	no	no
Rv1909c	yes	no	no	no	no	yes	no	no	no	no
Rv0247c	no	no	no	no	no	no	no	no	no	no
Rv1553	no	no	no	no	no	no	no	no	no	no
Rv3319	no	no	no	no	no	no	no	no	no	no
Rv1098c	no	no	no	no	no	no	no	no	no	no
Rv2150c	no	no	no	no	no	no	no	no	no	no
Rv0017c	no	no	no	no	no	no	no	no	no	no
Rv2154c	no	no	no	no	no	no	no	no	no	no
Rv2151c	no	no	no	no	no	no	no	no	no	no
Rv2748c	no	no	no	no	no	no	no	no	no	no
Rv3447c	no	no	no	no	no	no	no	no	no	no
Rv3894c	no	no	no	no	no	no	no	no	no	no
Rv1555	no	no	no	no	no	no	no	no	no	no
Rv1554	no	no	no	no	no	no	no	no	no	no
Rv3297	no	no	no	no	no	no	no	no	no	no
Rv1406	no	no	no	no	no	no	no	no	no	no
Rv0694	no	no	no	no	no	no	no	no	no	no
Rv1872c	no	no	no	no	no	no	no	no	no	no
Rv0245	no	no	no	no	no	no	no	no	no	no
Rv1939	no	no	no	no	no	no	no	no	no	no
Rv3567c	no	no	no	no	no	no	no	no	no	no
Rv2893	no	no	no	no	no	no	no	no	no	no
Rv3841	no	no	no	no	no	no	no	no	no	no
Rv2007c	no	no	no	no	no	no	no	no	no	no
Rv2899c	no	no	no	no	no	no	no	no	no	no
Rv2873	no	no	no	no	no	no	no	no	no	no
Rv2875	no	no	no	no	no	no	no	no	no	no
Rv0565c	no	no	no	no	no	no	no	no	no	no
Rv3083	no	no	no	no	no	no	no	no	no	no
Rv3741c	no	no	no	no	no	no	no	no	no	no
Rv3742c	no	no	no	no	no	no	no	no	no	no
Rv3854c	yes	no	no	no	no	no	no	no	yes	no
Rv0533c	no	no	no	no	no	no	no	no	no	no
Rv3029c	no	no	no	no	no	no	no	no	no	no
Rv3028c	no	no	no	no	no	no	no	no	no	no
Rv0554	no	no	no	no	no	no	no	no	no	no
Rv0646c	no	no	no	no	no	no	no	no	no	no
Rv3591c	no	no	no	no	no	no	no	no	no	no
Rv0077c	no	no	no	no	no	no	no	no	no	no
Rv3905c	no	no	no	no	no	no	no	no	no	no
Rv3904c	no	no	no	no	no	no	no	no	no	no
Rv3890c	no	no	no	no	no	no	no	no	no	no
Rv1038c	no	no	no	no	no	no	no	no	no	no
Rv1197	no	no	no	no	no	no	no	no	no	no
Rv2347c	no	no	no	no	no	no	no	no	no	no
Rv3620c	no	no	no	no	no	no	no	no	no	no
Rv2364c	no	no	no	no	no	no	no	no	no	no
Rv1023	no	no	no	no	no	no	no	no	no	no
Rv1713	no	no	no	no	no	no	no	no	no	no
Rv3793	yes	no	no	yes	no	no	no	no	no	no
Rv3795	yes	no	no	yes	no	yes	no	yes	no	no
Rv2889c	no	no	no	no	no	no	no	no	no	no
Rv2534c	no	no	no	no	no	no	no	no	no	no
Rv0120c	no	no	no	no	no	no	no	no	no	no
Rv3887c	no	no	no	no	no	no	no	no	no	no
Rv3448	no	no	no	no	no	no	no	no	no	no
Rv3450c	no	no	no	no	no	no	no	no	no	no
Rv3895c	no	no	no	no	no	no	no	no	no	no
Rv3716c	no	no	no	no	no	no	no	no	no	no
Rv2682c	no	no	no	no	no	no	no	no	no	no
Rv3379c	no	no	no	no	no	no	no	no	no	no
Rv0823c	no	no	no	no	no	no	no	no	no	no
Rv1897c	no	no	no	no	no	no	no	no	no	no
Rv2097c	no	no	no	no	no	no	no	no	no	no
Rv2112c	no	no	no	no	no	no	no	no	no	no
Rv0269c	no	no	no	no	no	no	no	no	no	no
Rv3730c	no	no	no	no	no	no	no	no	no	no
Rv0352	no	no	no	no	no	no	no	no	no	no
Rv2373c	no	no	no	no	no	no	no	no	no	no
Rv2343c	no	no	no	no	no	no	no	no	no	no
Rv0001	no	no	no	no	no	no	no	no	no	no
Rv3586	no	no	no	no	no	no	no	no	no	no
Rv0234c	no	no	no	no	no	no	no	no	no	no
Rv1731	no	no	no	no	no	no	no	no	no	no
Rv3293	no	no	no	no	no	no	no	no	no	no
Rv0770	no	no	no	no	no	no	no	no	no	no
Rv2344c	no	no	no	no	no	no	no	no	no	no
Rv0561c	no	no	no	no	no	no	no	no	no	no
Rv0824c	no	no	no	no	no	no	no	no	no	no
Rv1094	no	no	no	no	no	no	no	no	no	no
Rv1814	no	no	no	no	no	no	no	no	no	no
Rv2417c	no	no	no	no	no	no	no	no	no	no
Rv0364	no	no	no	no	no	no	no	no	no	no
Rv2637	no	no	no	no	no	no	no	no	no	no
Rv2252	no	no	no	no	no	no	no	no	no	no
Rv1335	no	no	no	no	no	no	no	no	no	no
Rv2194	no	no	no	no	no	no	no	no	no	no
Rv2196	no	no	no	no	no	no	no	no	no	no
Rv1758	no	no	no	no	no	no	no	no	no	no
Rv1984c	no	no	no	no	no	no	no	no	no	no
Rv2301	no	no	no	no	no	no	no	no	no	no
Rv3451	no	no	no	no	no	no	no	no	no	no
Rv3452	no	no	no	no	no	no	no	no	no	no
Rv2199c	no	no	no	no	no	no	no	no	no	no
Rv3063	no	no	no	no	no	no	no	no	no	no
Rv1077	no	no	no	no	no	no	no	no	no	no
Rv3684	no	no	no	no	no	no	no	no	no	no
Rv0011c	no	no	no	no	no	no	no	no	no	no
Rv0695	no	no	no	no	no	no	no	no	no	no
Rv3070	no	no	no	no	no	no	no	no	no	no
Rv3069	no	no	no	no	no	no	no	no	no	no
Rv0805	no	no	no	no	no	no	no	no	no	no
Rv2193	no	no	no	no	no	no	no	no	no	no
Rv2200c	no	no	no	no	no	no	no	no	no	no
Rv3043c	no	no	no	no	no	no	no	no	no	no
Rv2388c	no	no	no	no	no	no	no	no	no	no
Rv0871	no	no	no	no	no	no	no	no	no	no
Rv3648c	no	no	no	no	no	no	no	no	no	no
Rv3262	no	no	no	no	no	no	no	no	no	no
Rv2065	no	no	no	no	no	no	no	no	no	no
Rv1712	no	no	no	no	no	no	no	no	no	no
Rv2457c	no	no	no	no	no	no	no	no	no	no
Rv1331	no	no	no	no	no	no	no	no	no	no
Rv2460c	no	no	no	no	no	no	no	no	no	no
Rv2461c	no	no	no	no	no	no	no	no	no	no
Rv2667	no	no	no	no	no	no	no	no	no	no
Rv3596c	no	no	no	no	no	no	no	no	no	no
Rv0384c	no	no	no	no	no	no	no	no	no	no
Rv2684	no	no	no	no	no	no	no	no	no	no
Rv2685	no	no	no	no	no	no	no	no	no	no
Rv3578	no	no	no	no	no	no	no	no	no	no
Rv3075c	no	no	no	no	no	no	no	no	no	no
Rv1901	no	no	no	no	no	no	no	no	no	no
Rv3418c	no	no	no	no	no	no	no	no	no	no
Rv0440	no	no	no	no	no	no	no	no	no	no
Rv3417c	no	no	no	no	no	no	no	no	no	no
Rv1372	no	no	no	no	no	no	no	no	no	no
Rv2289	no	no	no	no	no	no	no	no	no	no
Rv2242	yes	no	no	no	no	yes	no	no	no	no
Rv3884c	no	no	no	no	no	no	no	no	no	no
Rv0106	no	no	no	no	no	no	no	no	no	no
Rv2325c	no	no	no	no	no	no	no	no	no	no
Rv2232	no	no	no	no	no	no	no	no	no	no
Rv2824c	no	no	no	no	no	no	no	no	no	no
Rv2816c	no	no	no	no	no	no	no	no	no	no
Rv2817c	no	no	no	no	no	no	no	no	no	no
Rv1384	no	no	no	no	no	no	no	no	no	no
Rv1383	no	no	no	no	no	no	no	no	no	no
Rv0433	no	no	no	no	no	no	no	no	no	no
Rv0766c	no	no	no	no	no	no	no	no	no	no
Rv1256c	no	no	no	no	no	no	no	no	no	no
Rv1777	no	no	no	no	no	no	no	no	no	no
Rv1785c	no	no	no	no	no	no	no	no	no	no
Rv1880c	no	no	no	no	no	no	no	no	no	no
Rv2266	no	no	no	no	no	no	no	no	no	no
Rv2268c	no	no	no	no	no	no	no	no	no	no
Rv3121	no	no	no	no	no	no	no	no	no	no
Rv3518c	no	no	no	no	no	no	no	no	no	no
Rv3059	no	no	no	no	no	no	no	no	no	no
Rv0327c	no	no	no	no	no	no	no	no	no	no
Rv0568	no	no	no	no	no	no	no	no	no	no
Rv1666c	no	no	no	no	no	no	no	no	no	no
Rv3685c	no	no	no	no	no	no	no	no	no	no
Rv0136	no	no	no	no	no	no	no	no	no	no
Rv1394c	no	no	no	no	no	no	no	no	no	no
Rv3221c	no	no	no	no	no	no	no	no	no	no
Rv2967c	no	no	no	no	no	no	no	no	no	no
Rv1876	no	no	no	no	no	no	no	no	no	no
Rv2897c	no	no	no	no	no	no	no	no	no	no
Rv0654	no	no	no	no	no	no	no	no	no	no
Rv0913c	no	no	no	no	no	no	no	no	no	no
Rv0917	no	no	no	no	no	no	no	no	no	no
Rv1488	no	no	no	no	no	no	no	no	no	no
Rv1305	no	no	no	no	no	no	no	no	no	no
Rv0092	no	no	no	no	no	no	no	no	no	no
Rv0103c	no	no	no	no	no	no	no	no	no	no
Rv0107c	no	no	no	no	no	no	no	no	no	no
Rv0425c	no	no	no	no	no	no	no	no	no	no
Rv0908	no	no	no	no	no	no	no	no	no	no
Rv0969	no	no	no	no	no	no	no	no	no	no
Rv1030	no	no	no	no	no	no	no	no	no	no
Rv1469	no	no	no	no	no	no	no	no	no	no
Rv1992c	no	no	no	no	no	no	no	no	no	no
Rv1997	no	no	no	no	no	no	no	no	no	no
Rv3270	no	no	no	no	no	no	no	no	no	no
Rv3743c	no	no	no	no	no	no	no	no	no	no
Rv1308	no	no	no	no	no	no	no	no	no	no
Rv1310	no	no	no	no	no	no	no	no	no	no
Rv1309	no	no	no	no	no	no	no	no	no	no
Rv1311	no	no	no	no	no	no	no	no	no	no
Rv1307	no	no	no	no	no	no	no	no	no	no
Rv1306	no	no	no	no	no	no	no	no	no	no
Rv1304	no	no	no	no	no	no	no	no	no	no
Rv3552	no	no	no	no	no	no	no	no	no	no
Rv3551	no	no	no	no	no	no	no	no	no	no
Rv1657	no	no	no	no	no	no	no	no	no	no
Rv1496	no	no	no	no	no	no	no	no	no	no
Rv0075	no	no	no	no	no	no	no	no	no	no
Rv1178	no	no	no	no	no	no	no	no	no	no
Rv2294	no	no	no	no	no	no	no	no	no	no
Rv2630	no	no	no	no	no	no	no	no	no	no
Rv1001	no	no	no	no	no	no	no	no	no	no
Rv3589	no	no	no	no	no	no	no	no	no	no
Rv3674c	no	no	no	no	no	no	no	no	no	no
Rv0670	no	no	no	no	no	no	no	no	no	no
Rv3170	no	no	no	no	no	no	no	no	no	no
Rv1327c	no	no	no	no	no	no	no	no	no	no
Rv1318c	no	no	no	no	no	no	no	no	no	no
Rv1319c	no	no	no	no	no	no	no	no	no	no
Rv1320c	no	no	no	no	no	no	no	no	no	no
Rv3645	no	no	no	no	no	no	no	no	no	no
Rv1625c	no	no	no	no	no	no	no	no	no	no
Rv2435c	no	no	no	no	no	no	no	no	no	no
Rv2928	no	no	no	no	no	no	no	no	no	no
Rv2920c	no	no	no	no	no	no	no	no	no	no
Rv3778c	no	no	no	no	no	no	no	no	no	no
Rv3025c	no	no	no	no	no	no	no	no	no	no
Rv2298	no	no	no	no	no	no	no	no	no	no
Rv2971	no	no	no	no	no	no	no	no	no	no
Rv3423c	no	no	no	no	no	no	no	no	no	no
Rv0155	no	no	no	no	no	no	no	no	no	no
Rv2780	no	no	no	no	no	no	no	no	no	no
Rv3710	no	no	no	no	no	no	no	no	no	no
Rv2244	no	no	no	no	no	no	no	no	no	no
Rv0131c	no	no	no	no	no	no	no	no	no	no
Rv0154c	no	no	no	no	no	no	no	no	no	no
Rv0271c	no	no	no	no	no	no	no	no	no	no
Rv0400c	no	no	no	no	no	no	no	no	no	no
Rv0752c	no	no	no	no	no	no	no	no	no	no
Rv0873	no	no	no	no	no	no	no	no	no	no
Rv0972c	no	no	no	no	no	no	no	no	no	no
Rv0975c	no	no	no	no	no	no	no	no	no	no
Rv1679	no	no	no	no	no	no	no	no	no	no
Rv1933c	no	no	no	no	no	no	no	no	no	no
Rv2724c	no	no	no	no	no	no	no	no	no	no
Rv2789c	no	no	no	no	no	no	no	no	no	no
Rv3139	yes	no	no	no	no	yes	no	no	no	no
Rv3140	no	no	no	no	no	no	no	no	no	no
Rv3274c	no	no	no	no	no	no	no	no	no	no
Rv3504	no	no	no	no	no	no	no	no	no	no
Rv3543c	no	no	no	no	no	no	no	no	no	no
Rv3560c	no	no	no	no	no	no	no	no	no	no
Rv3562	no	no	no	no	no	no	no	no	no	no
Rv0244c	no	no	no	no	no	no	no	no	no	no
Rv0672	no	no	no	no	no	no	no	no	no	no
Rv1467c	no	no	no	no	no	no	no	no	no	no
Rv3061c	no	no	no	no	no	no	no	no	no	no
Rv3505	no	no	no	no	no	no	no	no	no	no
Rv3563	no	no	no	no	no	no	no	no	no	no
Rv3797	no	no	no	no	no	no	no	no	no	no
Rv2669	no	no	no	no	no	no	no	no	no	no
Rv0802c	no	no	no	no	no	no	no	no	no	no
Rv0262c	no	no	no	no	no	no	no	no	no	no
Rv0647c	no	no	no	no	no	no	no	no	no	no
Rv3197	no	no	no	no	no	no	no	no	no	no
Rv3781	no	no	no	no	no	no	no	no	no	no
Rv1638	no	no	no	no	no	no	no	no	no	no
Rv1999c	no	no	no	no	no	no	no	no	no	no
Rv3253c	no	no	no	no	no	no	no	no	no	no
Rv1979c	no	no	no	no	no	no	no	no	no	no
Rv2320c	no	no	no	no	no	no	no	no	no	no
Rv0346c	no	no	no	no	no	no	no	no	no	no
Rv0522	no	no	no	no	no	no	no	no	no	no
Rv1704c	no	no	no	no	no	no	no	no	no	no
Rv2127	no	no	no	no	no	no	no	no	no	no
Rv2559c	no	no	no	no	no	no	no	no	no	no
Rv0435c	no	no	no	no	no	no	no	no	no	no
Rv2115c	no	no	no	no	no	no	no	no	no	no
Rv3610c	no	no	no	no	no	no	no	no	no	no
Rv3803c	no	no	no	no	no	no	no	no	no	no
Rv1386	no	no	no	no	no	no	no	no	no	no
Rv2107	no	no	no	no	no	no	no	no	no	no
Rv2431c	no	no	no	no	no	no	no	no	no	no
Rv0285	no	no	no	no	no	no	no	no	no	no
Rv3022A	no	no	no	no	no	no	no	no	no	no
Rv3872	no	no	no	no	no	no	no	no	no	no
Rv3893c	no	no	no	no	no	no	no	no	no	no
Rv2126c	no	no	no	no	no	no	no	no	no	no
Rv2371	no	no	no	no	no	no	no	no	no	no
Rv3653	no	no	no	no	no	no	no	no	no	no
Rv2430c	no	no	no	no	no	no	no	no	no	no
Rv3739c	no	no	no	no	no	no	no	no	no	no
Rv0354c	no	no	no	no	no	no	no	no	no	no
Rv0029	no	no	no	no	no	no	no	no	no	no
Rv2082	no	no	no	no	no	no	no	no	no	no
Rv3899c	no	no	no	no	no	no	no	no	no	no
Rv3900c	no	no	no	no	no	no	no	no	no	no
Rv3428c	no	no	no	no	no	no	no	no	no	no
Rv2944	no	no	no	no	no	no	no	no	no	no
Rv3427c	no	no	no	no	no	no	no	no	no	no
Rv3638	no	no	no	no	no	no	no	no	no	no
Rv3197A	no	no	no	no	no	no	no	no	no	no
Rv0379	no	no	no	no	no	no	no	no	no	no
RV1984a	no	no	no	no	no	no	no	no	no	no
Rv0002	no	no	no	no	no	no	no	no	no	no
Rv0014c	no	no	no	no	no	no	no	no	no	no
Rv0015c	no	no	no	no	no	no	no	no	no	no
Rv0018c	no	no	no	no	no	no	no	no	no	no
Rv0031	no	no	no	no	no	no	no	no	no	no
Rv0032	no	no	no	no	no	no	no	no	no	no
Rv0033	no	no	no	no	no	no	no	no	no	no
Rv0041	no	no	no	no	no	no	no	no	no	no
Rv0044c	no	no	no	no	no	no	no	no	no	no
Rv0046c	no	no	no	no	no	no	no	no	no	no
Rv0047c	no	no	no	no	no	no	no	no	no	no
Rv0051	no	no	no	no	no	no	no	no	no	no
Rv0052	no	no	no	no	no	no	no	no	no	no
Rv0059	no	no	no	no	no	no	no	no	no	no
Rv0060	no	no	no	no	no	no	no	no	no	no
Rv0061c	no	no	no	no	no	no	no	no	no	no
Rv0062	no	no	no	no	no	no	no	no	no	no
Rv0063	no	no	no	no	no	no	no	no	no	no
Rv0063a	no	no	no	no	no	no	no	no	no	no
Rv0066c	no	no	no	no	no	no	no	no	no	no
Rv0067c	no	no	no	no	no	no	no	no	no	no
Rv0068	no	no	no	no	no	no	no	no	no	no
Rv0070c	no	no	no	no	no	no	no	no	no	no
Rv0071	no	no	no	no	no	no	no	no	no	no
Rv0076c	no	no	no	no	no	no	no	no	no	no
Rv0078	no	no	no	no	no	no	no	no	no	no
Rv0078A	no	no	no	no	no	no	no	no	no	no
Rv0078B	no	no	no	no	no	no	no	no	no	no
Rv0084	no	no	no	no	no	no	no	no	no	no
Rv0085	no	no	no	no	no	no	no	no	no	no
Rv0086	no	no	no	no	no	no	no	no	no	no
Rv0091	no	no	no	no	no	no	no	no	no	no
Rv0096	no	no	no	no	no	no	no	no	no	no
Rv0108c	no	no	no	no	no	no	no	no	no	no
Rv0110	no	no	no	no	no	no	no	no	no	no
Rv0111	no	no	no	no	no	no	no	no	no	no
Rv0112	no	no	no	no	no	no	no	no	no	no
Rv0113	no	no	no	no	no	no	no	no	no	no
Rv0114	no	no	no	no	no	no	no	no	no	no
Rv0115	no	no	no	no	no	no	no	no	no	no
Rv0115a	no	no	no	no	no	no	no	no	no	no
Rv0116c	no	no	no	no	no	no	no	no	no	no
Rv0117	no	no	no	no	no	no	no	no	no	no
Rv0121c	no	no	no	no	no	no	no	no	no	no
Rv0122	no	no	no	no	no	no	no	no	no	no
Rv0123	no	no	no	no	no	no	no	no	no	no
Rv0126	no	no	no	no	no	no	no	no	no	no
Rv0127	no	no	no	no	no	no	no	no	no	no
Rv0128	no	no	no	no	no	no	no	no	no	no
Rv0129c	yes	no	no	no	no	yes	no	no	no	no
Rv0130	no	no	no	no	no	no	no	no	no	no
Rv0133	no	no	no	no	no	no	no	no	no	no
Rv0135c	no	no	no	no	no	no	no	no	no	no
Rv0138	no	no	no	no	no	no	no	no	no	no
Rv0139	no	no	no	no	no	no	no	no	no	no
Rv0140	no	no	no	no	no	no	no	no	no	no
Rv0141c	no	no	no	no	no	no	no	no	no	no
Rv0142	no	no	no	no	no	no	no	no	no	no
Rv0143c	no	no	no	no	no	no	no	no	no	no
Rv0144	no	no	no	no	no	no	no	no	no	no
Rv0147	no	no	no	no	no	no	no	no	no	no
Rv0149	no	no	no	no	no	no	no	no	no	no
Rv0150c	no	no	no	no	no	no	no	no	no	no
Rv0153c	no	no	no	no	no	no	no	no	no	no
Rv0156	no	no	no	no	no	no	no	no	no	no
Rv0157	no	no	no	no	no	no	no	no	no	no
Rv0157A	no	no	no	no	no	no	no	no	no	no
Rv0162c	no	no	no	no	no	no	no	no	no	no
Rv0163	no	no	no	no	no	no	no	no	no	no
Rv0164	no	no	no	no	no	no	no	no	no	no
Rv0165c	no	no	no	no	no	no	no	no	no	no
Rv0167	no	no	no	no	no	no	no	no	no	no
Rv0168	no	no	no	no	no	no	no	no	no	no
Rv0169	no	no	no	no	no	no	no	no	no	no
Rv0170	no	no	no	no	no	no	no	no	no	no
Rv0171	no	no	no	no	no	no	no	no	no	no
Rv0172	no	no	no	no	no	no	no	no	no	no
Rv0173	no	no	no	no	no	no	no	no	no	no
Rv0174	no	no	no	no	no	no	no	no	no	no
Rv0175	no	no	no	no	no	no	no	no	no	no
Rv0176	no	no	no	no	no	no	no	no	no	no
Rv0177	no	no	no	no	no	no	no	no	no	no
Rv0179c	no	no	no	no	no	no	no	no	no	no
Rv0180c	no	no	no	no	no	no	no	no	no	no
Rv0181c	no	no	no	no	no	no	no	no	no	no
Rv0183	no	no	no	no	no	no	no	no	no	no
